IncidentVector_ID,Incident_ID,Vector_ID,Attack_Success,Attempt_Count
100,2021,34248,FALSE,2
101,36771,16200,TRUE,3
102,6555,10260,FALSE,7
103,42092,49744,TRUE,1
104,3673,48866,TRUE,2
105,37560,49630,FALSE,7
106,9325,42256,FALSE,5
107,905,46684,FALSE,4
108,12331,4595,TRUE,7
109,10569,17625,FALSE,5
110,4430,22648,FALSE,6
111,789,20546,FALSE,2
112,39227,22657,FALSE,7
113,15750,39386,TRUE,8
114,20064,43453,FALSE,7
115,20655,5078,FALSE,1
116,40513,33316,FALSE,4
117,11430,32538,TRUE,4
118,39234,6341,FALSE,4
119,37895,23887,FALSE,5
120,20177,22616,FALSE,1
121,39868,35696,TRUE,4
122,38026,38763,TRUE,5
123,13011,6943,FALSE,6
124,11429,4092,FALSE,8
125,32442,24888,FALSE,6
126,10625,39410,TRUE,8
127,26014,11798,FALSE,2
128,30179,5939,FALSE,1
129,13559,40125,FALSE,2
130,34173,21087,FALSE,2
131,44744,23687,TRUE,5
132,42722,8571,FALSE,3
133,26562,18660,FALSE,3
134,11128,40095,TRUE,8
135,30198,33623,FALSE,1
136,42905,16667,TRUE,2
137,41510,7169,FALSE,6
138,12164,24244,FALSE,4
139,8759,40,FALSE,2
140,29759,42022,FALSE,5
141,42852,41072,FALSE,8
142,26507,48084,TRUE,6
143,41570,47228,FALSE,8
144,38545,19364,FALSE,1
145,15801,20075,TRUE,4
146,1486,38278,TRUE,6
147,6171,12999,FALSE,7
148,45569,1742,TRUE,6
149,502,48899,FALSE,2
150,34221,12940,FALSE,5
151,22862,44190,FALSE,7
152,37048,49114,FALSE,7
153,39086,33230,TRUE,5
154,31257,30913,FALSE,8
155,47220,14263,FALSE,8
156,31828,22232,TRUE,8
157,46260,267,FALSE,7
158,1281,21527,TRUE,5
159,8047,2585,FALSE,8
160,27335,6936,FALSE,2
161,16962,43689,FALSE,5
162,34836,47195,TRUE,3
163,30132,23998,FALSE,5
164,34368,42998,FALSE,1
165,32534,17468,FALSE,2
166,44523,20853,TRUE,6
167,16130,651,FALSE,1
168,12174,23419,FALSE,7
169,41722,35054,FALSE,1
170,7197,404,FALSE,4
171,22556,16034,FALSE,7
172,11422,6720,FALSE,5
173,26271,49902,FALSE,1
174,17013,3280,FALSE,6
175,45115,46645,FALSE,3
176,8311,25988,FALSE,4
177,11578,43494,FALSE,3
178,28977,31610,FALSE,5
179,27491,45163,TRUE,1
180,7356,5746,TRUE,2
181,38670,45012,TRUE,2
182,16102,22285,FALSE,2
183,42183,49264,TRUE,6
184,10201,42710,TRUE,2
185,26035,43701,FALSE,2
186,37885,5767,TRUE,5
187,48998,20442,FALSE,3
188,9811,13992,TRUE,1
189,6393,12836,FALSE,6
190,47730,46007,FALSE,2
191,32334,29186,FALSE,2
192,31970,43781,TRUE,4
193,31922,44138,FALSE,5
194,4381,7860,TRUE,4
195,7170,44908,FALSE,3
196,10510,26975,TRUE,1
197,29680,10343,FALSE,4
198,17977,7679,FALSE,5
199,10951,19241,TRUE,6
200,20699,30773,FALSE,7
201,46300,5402,FALSE,6
202,45857,26101,FALSE,7
203,31061,16937,FALSE,2
204,43325,5301,FALSE,6
205,6596,18187,FALSE,8
206,37364,35243,FALSE,4
207,22009,25070,FALSE,7
208,11570,46271,FALSE,3
209,41784,45781,FALSE,4
210,102,36921,TRUE,4
211,16976,31423,FALSE,1
212,6346,30103,FALSE,3
213,43778,46449,FALSE,1
214,32895,16721,FALSE,3
215,49575,32602,TRUE,2
216,34661,15027,TRUE,8
217,31768,14517,TRUE,5
218,5556,22944,FALSE,8
219,1270,14845,TRUE,3
220,25507,23533,TRUE,2
221,13841,43400,FALSE,6
222,25262,39614,FALSE,5
223,31574,45633,FALSE,5
224,8018,34055,FALSE,3
225,24984,43418,FALSE,1
226,14411,17847,FALSE,5
227,38913,246,TRUE,1
228,16068,5527,TRUE,2
229,49599,18419,FALSE,5
230,5827,27036,TRUE,1
231,26747,10169,TRUE,7
232,41321,47149,FALSE,1
233,18034,20638,FALSE,4
234,29326,9047,FALSE,2
235,46010,24424,FALSE,7
236,22320,47176,FALSE,3
237,42733,32808,FALSE,7
238,47704,45843,FALSE,1
239,49626,29771,TRUE,5
240,45222,7260,TRUE,5
241,21137,26070,FALSE,3
242,39764,44705,TRUE,7
243,43107,43806,FALSE,1
244,42718,15086,TRUE,5
245,34315,42093,FALSE,2
246,16686,29704,FALSE,8
247,17802,2784,FALSE,8
248,49126,11149,FALSE,7
249,35125,10604,TRUE,8
250,14116,29744,FALSE,8
251,38375,5401,FALSE,2
252,37567,16398,FALSE,2
253,6434,36456,FALSE,7
254,25515,49853,FALSE,8
255,14835,30247,FALSE,5
256,21930,2661,FALSE,7
257,23373,48217,FALSE,7
258,711,17828,TRUE,5
259,34422,18135,TRUE,4
260,19990,36475,FALSE,4
261,38326,38170,TRUE,3
262,24420,21207,FALSE,5
263,11164,4074,TRUE,3
264,30342,4405,FALSE,1
265,42464,36246,FALSE,1
266,4511,28682,FALSE,2
267,3125,38801,TRUE,5
268,49957,41916,FALSE,8
269,26939,39793,FALSE,8
270,49525,4826,FALSE,3
271,8705,34805,FALSE,5
272,4759,18044,FALSE,6
273,3738,2601,TRUE,1
274,11402,16254,FALSE,3
275,36906,25779,FALSE,1
276,15533,21633,TRUE,4
277,36118,35108,TRUE,2
278,25846,3363,TRUE,7
279,44993,7255,TRUE,1
280,12879,22240,FALSE,1
281,32569,8071,FALSE,6
282,22885,15543,TRUE,8
283,6993,43481,FALSE,3
284,1252,28998,TRUE,8
285,1835,711,FALSE,3
286,46685,43364,FALSE,7
287,45976,20115,TRUE,5
288,23219,19082,TRUE,8
289,29185,26878,TRUE,3
290,24054,4179,TRUE,5
291,28643,35002,FALSE,6
292,46369,32386,FALSE,7
293,5631,8995,FALSE,7
294,339,26301,TRUE,4
295,25520,10841,TRUE,3
296,11977,42417,FALSE,6
297,47763,3517,TRUE,1
298,19662,3106,FALSE,4
299,15682,48725,FALSE,2
300,8537,24538,FALSE,5
301,45916,17889,FALSE,4
302,45165,7160,TRUE,4
303,2826,23749,TRUE,5
304,14053,20727,FALSE,4
305,22695,44373,TRUE,2
306,17694,22216,FALSE,3
307,21463,48006,FALSE,1
308,39043,24691,FALSE,5
309,15393,41746,FALSE,8
310,10140,42466,FALSE,4
311,14290,23987,FALSE,1
312,6628,42769,TRUE,6
313,35331,10886,FALSE,7
314,40402,40349,FALSE,8
315,12460,44608,FALSE,8
316,35476,25109,TRUE,3
317,32473,20235,FALSE,8
318,30355,25442,TRUE,6
319,25456,13697,FALSE,1
320,34246,37397,FALSE,3
321,19638,5295,TRUE,4
322,47836,43745,FALSE,3
323,24735,3478,TRUE,4
324,45578,40987,TRUE,6
325,46091,31134,FALSE,7
326,6118,48344,FALSE,1
327,48830,21053,FALSE,2
328,8703,26871,FALSE,4
329,20582,3847,FALSE,2
330,2686,33167,TRUE,2
331,45667,798,TRUE,1
332,24270,451,FALSE,5
333,15820,10030,TRUE,6
334,14935,5953,TRUE,8
335,34088,31454,FALSE,8
336,36953,18321,TRUE,2
337,24758,25032,FALSE,2
338,47639,5448,FALSE,7
339,24929,40933,FALSE,6
340,16011,42138,FALSE,8
341,2685,19851,FALSE,3
342,38994,10185,TRUE,2
343,1573,8608,TRUE,7
344,12157,15051,FALSE,2
345,31110,46459,TRUE,2
346,12670,14037,TRUE,3
347,31653,39737,TRUE,5
348,42894,4871,FALSE,2
349,33823,43170,FALSE,2
350,11062,33827,TRUE,2
351,45410,40672,FALSE,6
352,184,33325,FALSE,8
353,25589,25340,FALSE,8
354,15901,23465,FALSE,4
355,10741,3079,TRUE,2
356,42592,2998,FALSE,1
357,31829,35777,FALSE,5
358,24326,28,FALSE,6
359,12463,958,TRUE,7
360,29717,49853,TRUE,4
361,9536,12720,FALSE,8
362,22983,43100,TRUE,4
363,48843,48188,FALSE,7
364,7950,10915,FALSE,8
365,21366,18573,FALSE,5
366,1474,47535,TRUE,6
367,9900,24905,FALSE,4
368,35474,24174,TRUE,3
369,21285,13886,FALSE,4
370,20172,39996,FALSE,7
371,28517,26788,FALSE,4
372,19215,5229,FALSE,6
373,17827,37016,FALSE,1
374,19225,5886,FALSE,5
375,8495,26917,FALSE,1
376,25626,1728,FALSE,1
377,41196,3005,FALSE,3
378,46587,10714,FALSE,4
379,39680,20091,FALSE,6
380,3055,14858,FALSE,1
381,41223,36249,FALSE,7
382,21650,22077,TRUE,4
383,43376,25788,FALSE,2
384,30347,48244,FALSE,4
385,14618,2311,FALSE,4
386,39958,3685,FALSE,5
387,3690,41689,FALSE,7
388,33229,1976,FALSE,4
389,15002,34434,FALSE,3
390,14704,36047,FALSE,2
391,30160,2788,FALSE,1
392,6905,37341,FALSE,4
393,2892,12599,TRUE,4
394,23166,19304,FALSE,7
395,10637,34087,FALSE,7
396,34429,16014,TRUE,4
397,36261,14567,FALSE,3
398,48155,8009,FALSE,5
399,5419,15212,FALSE,6
400,34313,38221,TRUE,3
401,27457,11465,TRUE,1
402,14243,4997,FALSE,6
403,9829,20954,FALSE,6
404,33308,18299,FALSE,4
405,36015,16849,TRUE,3
406,5089,32520,FALSE,4
407,27628,10100,TRUE,4
408,49735,3051,FALSE,6
409,32097,39697,FALSE,4
410,12006,19189,FALSE,8
411,18275,24540,TRUE,7
412,30945,49457,FALSE,5
413,4305,47990,TRUE,4
414,37165,30182,TRUE,6
415,42209,8712,FALSE,5
416,34082,34674,FALSE,3
417,37079,23705,FALSE,8
418,19533,15983,FALSE,6
419,46144,3391,FALSE,6
420,12071,7618,FALSE,7
421,36727,22204,FALSE,2
422,6580,4317,FALSE,1
423,45696,16334,FALSE,4
424,7561,47627,FALSE,4
425,16084,39301,TRUE,2
426,28316,34100,FALSE,8
427,44737,21749,FALSE,2
428,15654,44353,FALSE,2
429,49687,30089,TRUE,3
430,17477,31044,TRUE,8
431,3956,47113,FALSE,5
432,30276,35049,TRUE,6
433,13193,48477,TRUE,7
434,25223,14724,TRUE,4
435,19738,25940,TRUE,7
436,8625,20354,TRUE,8
437,11353,17674,TRUE,2
438,29417,26052,TRUE,3
439,20018,18108,FALSE,3
440,27307,46130,FALSE,3
441,38885,28192,FALSE,2
442,47232,20461,TRUE,1
443,2992,23631,TRUE,3
444,34493,32581,TRUE,8
445,40310,9643,FALSE,1
446,40832,47055,FALSE,1
447,6211,33243,TRUE,2
448,32734,46563,FALSE,3
449,41746,46850,TRUE,7
450,45189,4237,FALSE,2
451,34742,25381,FALSE,2
452,19226,20807,TRUE,4
453,13563,21199,FALSE,7
454,24793,12218,FALSE,2
455,7718,49964,TRUE,6
456,24901,34192,FALSE,2
457,40449,41623,TRUE,8
458,274,1798,FALSE,2
459,8170,40727,FALSE,1
460,6058,18285,FALSE,1
461,36208,67,FALSE,7
462,32208,49465,FALSE,7
463,25351,5471,FALSE,6
464,41017,1538,FALSE,1
465,5617,43284,FALSE,4
466,12443,11921,TRUE,4
467,36008,29530,FALSE,6
468,31934,2741,FALSE,2
469,39828,39854,FALSE,7
470,45059,16981,TRUE,8
471,13758,8668,FALSE,7
472,7630,19357,FALSE,6
473,40029,20031,TRUE,3
474,15931,11407,FALSE,3
475,45695,39158,FALSE,1
476,35790,7739,TRUE,4
477,23076,19182,TRUE,3
478,9482,8287,FALSE,3
479,38407,13312,FALSE,3
480,48448,16136,FALSE,4
481,27794,41015,FALSE,5
482,794,13569,TRUE,1
483,3885,151,TRUE,7
484,28780,43442,TRUE,2
485,30481,1641,TRUE,4
486,21948,32116,FALSE,5
487,2781,31828,FALSE,7
488,30718,47419,TRUE,8
489,2572,47475,FALSE,7
490,37188,29393,FALSE,5
491,9501,33925,FALSE,2
492,27984,6736,FALSE,6
493,49681,11940,TRUE,7
494,28352,40906,TRUE,3
495,3659,27531,TRUE,8
496,34794,11592,TRUE,8
497,1806,5392,FALSE,8
498,29491,47023,FALSE,4
499,41820,29548,FALSE,6
500,6918,30866,TRUE,5
501,40981,6424,TRUE,7
502,27511,1100,TRUE,7
503,22547,48233,FALSE,4
504,1139,34988,TRUE,5
505,26946,41032,FALSE,7
506,29985,34556,FALSE,3
507,42146,43250,FALSE,4
508,11950,27797,TRUE,2
509,19247,47301,FALSE,1
510,3473,37122,FALSE,5
511,31979,20596,FALSE,8
512,37688,10294,FALSE,8
513,49351,35554,FALSE,2
514,6531,9020,FALSE,2
515,15835,32456,FALSE,8
516,32272,17481,TRUE,1
517,5748,46546,TRUE,1
518,36403,36527,FALSE,3
519,37454,10798,TRUE,3
520,33264,25671,FALSE,1
521,19954,47309,TRUE,6
522,7289,40563,FALSE,6
523,48870,38803,FALSE,2
524,41450,21943,FALSE,8
525,13635,45258,TRUE,5
526,47661,13374,TRUE,2
527,33419,25088,FALSE,3
528,4770,27013,FALSE,6
529,36735,28275,FALSE,4
530,42758,31842,TRUE,7
531,36051,28527,FALSE,4
532,1893,39319,TRUE,4
533,41418,26782,FALSE,7
534,24937,45734,FALSE,3
535,684,16743,FALSE,3
536,16295,21968,FALSE,2
537,2084,42795,FALSE,2
538,42480,22345,TRUE,4
539,45855,9053,FALSE,5
540,17764,36962,FALSE,5
541,7072,31950,FALSE,8
542,22597,2537,TRUE,2
543,33177,11087,FALSE,8
544,2683,8940,TRUE,8
545,4717,48813,FALSE,1
546,47455,47892,TRUE,2
547,43422,15930,TRUE,6
548,9721,46658,FALSE,8
549,27195,25391,TRUE,3
550,39251,460,TRUE,7
551,35329,21234,FALSE,3
552,36155,3889,TRUE,6
553,18511,20121,FALSE,4
554,44038,20248,FALSE,4
555,37049,38922,FALSE,7
556,2042,20314,FALSE,2
557,5492,5483,FALSE,8
558,14416,40962,FALSE,8
559,31219,25208,FALSE,1
560,35283,38164,FALSE,5
561,41954,21869,FALSE,8
562,47360,5636,TRUE,4
563,30119,11666,TRUE,8
564,30878,41357,TRUE,2
565,22743,21291,TRUE,3
566,34474,27983,FALSE,2
567,48379,35429,TRUE,7
568,26424,43318,TRUE,1
569,18225,3435,FALSE,7
570,30794,10820,FALSE,2
571,34499,44648,FALSE,8
572,49502,29824,FALSE,3
573,27780,46551,FALSE,7
574,36246,35508,FALSE,6
575,48245,24642,FALSE,2
576,19435,6256,TRUE,2
577,25141,13615,FALSE,8
578,29172,4492,FALSE,7
579,31437,35867,TRUE,7
580,14437,37345,FALSE,8
581,31907,36229,FALSE,5
582,46211,23526,FALSE,2
583,32590,33559,FALSE,7
584,27163,20213,TRUE,5
585,40807,19153,FALSE,3
586,14279,10129,TRUE,3
587,43194,21145,FALSE,6
588,539,44318,TRUE,7
589,17397,45744,FALSE,5
590,4652,7411,TRUE,2
591,40101,28147,FALSE,2
592,15531,40692,FALSE,1
593,46251,39127,FALSE,7
594,18967,24502,FALSE,6
595,7644,31676,FALSE,2
596,18731,2899,TRUE,3
597,21049,5393,FALSE,2
598,710,37332,TRUE,8
599,43966,42543,FALSE,1
600,17172,29327,FALSE,8
601,10524,49779,FALSE,2
602,43925,16245,FALSE,4
603,15088,13123,TRUE,3
604,34715,8311,FALSE,7
605,6914,7944,TRUE,4
606,7572,11786,FALSE,1
607,26410,30749,FALSE,2
608,6109,39759,FALSE,4
609,37103,19918,TRUE,8
610,12466,12475,FALSE,6
611,11067,20302,FALSE,6
612,16205,33301,FALSE,5
613,45435,46709,TRUE,4
614,38070,6747,TRUE,3
615,44420,35884,FALSE,8
616,31609,13747,FALSE,7
617,37959,5276,FALSE,1
618,18508,28498,FALSE,6
619,48886,42349,FALSE,5
620,9020,19008,FALSE,3
621,44526,20968,TRUE,7
622,26479,49296,FALSE,3
623,2770,22520,FALSE,8
624,13223,3971,FALSE,8
625,1833,25421,FALSE,3
626,31516,10749,FALSE,5
627,52,6255,TRUE,3
628,18973,39401,TRUE,7
629,37628,42693,TRUE,4
630,16609,36554,FALSE,6
631,22647,620,FALSE,3
632,31031,45045,FALSE,7
633,450,46830,TRUE,1
634,13590,34300,TRUE,4
635,36246,17496,FALSE,5
636,16630,5762,FALSE,5
637,6496,24869,TRUE,6
638,49384,6489,FALSE,7
639,43510,13706,FALSE,1
640,15653,35393,FALSE,5
641,40965,15610,FALSE,6
642,1213,19518,TRUE,7
643,47258,26320,TRUE,6
644,3232,38173,FALSE,7
645,33106,38332,TRUE,3
646,3160,48769,FALSE,2
647,31551,34566,FALSE,7
648,43083,27422,FALSE,5
649,23451,39268,FALSE,7
650,32648,2195,FALSE,2
651,13083,44006,FALSE,1
652,30132,449,FALSE,2
653,20377,35469,FALSE,5
654,29767,25731,FALSE,7
655,7434,38913,FALSE,1
656,8655,45532,FALSE,5
657,29446,29773,FALSE,4
658,27321,12986,FALSE,8
659,19595,25883,FALSE,7
660,43058,2828,FALSE,2
661,15373,42765,FALSE,3
662,27685,7262,TRUE,3
663,7909,9766,FALSE,2
664,23668,31516,TRUE,1
665,23965,19767,FALSE,7
666,31628,32222,FALSE,1
667,16055,36732,FALSE,2
668,2923,16270,TRUE,2
669,12469,35384,FALSE,5
670,27911,41902,FALSE,5
671,49118,33903,FALSE,2
672,10044,14194,FALSE,3
673,33370,9471,FALSE,2
674,39244,20559,TRUE,6
675,22034,34675,FALSE,8
676,47454,12526,TRUE,5
677,37809,46754,FALSE,8
678,36274,30150,FALSE,1
679,40755,28361,FALSE,5
680,2021,5081,FALSE,4
681,49388,34298,FALSE,1
682,11241,36748,FALSE,8
683,36402,28095,FALSE,2
684,40528,14181,TRUE,7
685,20996,10261,FALSE,8
686,11566,39714,FALSE,6
687,49611,18209,FALSE,5
688,47449,17975,FALSE,8
689,28355,18739,FALSE,3
690,48653,25618,FALSE,5
691,14816,46817,FALSE,3
692,19134,26596,FALSE,4
693,33819,672,TRUE,7
694,35552,9993,FALSE,7
695,43798,45389,FALSE,7
696,39050,17163,TRUE,6
697,20149,44321,FALSE,3
698,3556,23401,FALSE,1
699,48232,45978,TRUE,2
700,29945,35650,FALSE,6
701,20010,9410,TRUE,6
702,21144,1742,TRUE,2
703,45774,39246,FALSE,1
704,7953,5888,FALSE,3
705,36957,1094,FALSE,4
706,4620,39553,FALSE,1
707,16323,43574,FALSE,7
708,49565,42117,TRUE,1
709,43241,47892,FALSE,5
710,32184,17143,TRUE,5
711,12606,600,TRUE,2
712,3401,7746,FALSE,8
713,43317,30484,TRUE,6
714,40679,8554,FALSE,6
715,29040,27718,TRUE,2
716,48077,38256,FALSE,3
717,652,49420,FALSE,6
718,38791,47947,FALSE,8
719,45302,6991,TRUE,4
720,29967,31546,FALSE,1
721,28763,28749,FALSE,7
722,17128,15806,FALSE,3
723,10030,16608,FALSE,8
724,6302,43347,TRUE,1
725,13786,5764,FALSE,7
726,16836,46666,TRUE,2
727,47721,5577,FALSE,4
728,47093,27804,TRUE,3
729,7483,24804,FALSE,7
730,16666,33404,FALSE,2
731,24329,46162,FALSE,1
732,650,47387,TRUE,7
733,12888,32192,TRUE,3
734,29438,43961,FALSE,4
735,44760,31017,FALSE,3
736,34173,34647,FALSE,3
737,16722,23846,FALSE,4
738,44336,33776,TRUE,6
739,44088,7577,FALSE,7
740,48564,22786,FALSE,3
741,21337,22299,TRUE,5
742,41115,33105,FALSE,2
743,48129,45887,FALSE,7
744,3592,194,TRUE,2
745,6129,8601,TRUE,2
746,4880,17103,TRUE,1
747,24974,3871,FALSE,7
748,31125,10747,FALSE,1
749,45918,18589,FALSE,5
750,23233,27253,FALSE,5
751,24073,1239,TRUE,7
752,25163,39836,TRUE,6
753,23896,30538,TRUE,5
754,45249,26908,FALSE,7
755,47931,30739,TRUE,7
756,10920,18922,FALSE,1
757,19145,32792,FALSE,6
758,3685,47259,FALSE,2
759,35484,2134,FALSE,6
760,14125,19991,TRUE,4
761,43817,2536,FALSE,7
762,40226,1333,FALSE,4
763,26506,45712,TRUE,5
764,13536,11496,FALSE,6
765,10533,37024,FALSE,6
766,31482,41043,FALSE,5
767,6085,223,FALSE,2
768,40269,43798,FALSE,4
769,35750,33863,FALSE,8
770,24814,42830,FALSE,8
771,32886,21619,FALSE,1
772,47642,39591,FALSE,6
773,22240,12550,TRUE,3
774,26619,31392,FALSE,1
775,38682,42551,FALSE,7
776,35611,14193,FALSE,2
777,22712,13483,FALSE,7
778,4652,31671,FALSE,3
779,26605,30237,FALSE,4
780,23427,21997,FALSE,7
781,23764,12695,FALSE,6
782,25872,47168,FALSE,4
783,33915,29573,FALSE,2
784,5970,20954,FALSE,8
785,28280,21618,FALSE,1
786,6149,41893,FALSE,3
787,44407,40094,TRUE,2
788,32490,10959,TRUE,5
789,37284,38221,FALSE,5
790,26837,10244,FALSE,8
791,2368,5186,FALSE,4
792,11488,14043,FALSE,6
793,37117,7710,FALSE,6
794,6368,3308,FALSE,4
795,48555,24017,FALSE,4
796,27726,13668,TRUE,4
797,19764,5060,TRUE,2
798,41989,37697,TRUE,7
799,42440,37086,FALSE,8
800,8115,20668,TRUE,3
801,33038,48959,FALSE,5
802,27000,16784,FALSE,6
803,21429,38409,TRUE,5
804,13724,34954,FALSE,5
805,30240,49136,TRUE,7
806,26285,5835,FALSE,2
807,44735,11452,FALSE,1
808,44150,24732,FALSE,4
809,19402,13405,FALSE,6
810,41450,34424,TRUE,4
811,4446,12157,FALSE,6
812,29689,16227,TRUE,8
813,39693,16904,FALSE,6
814,45810,42639,FALSE,6
815,6514,5623,FALSE,8
816,16128,9853,FALSE,6
817,30427,14568,TRUE,6
818,23373,31985,TRUE,7
819,39417,2608,FALSE,8
820,25867,6425,TRUE,7
821,32452,37857,FALSE,1
822,30531,43991,FALSE,3
823,10913,41389,TRUE,5
824,14924,25817,TRUE,1
825,18855,28207,FALSE,5
826,33742,2474,FALSE,1
827,8897,488,TRUE,5
828,37938,37417,FALSE,6
829,18247,23051,FALSE,2
830,35606,45489,TRUE,7
831,2895,18601,TRUE,8
832,24113,22968,TRUE,5
833,7846,45302,FALSE,4
834,32963,4145,FALSE,4
835,35195,3485,FALSE,1
836,14973,48938,TRUE,7
837,23618,37079,TRUE,7
838,22253,40370,TRUE,3
839,7494,5346,FALSE,3
840,26878,14982,FALSE,8
841,6706,20861,FALSE,2
842,23906,4989,FALSE,3
843,17893,37585,FALSE,4
844,21259,23400,FALSE,1
845,26740,39583,TRUE,2
846,48021,33538,FALSE,2
847,8009,9586,FALSE,7
848,45296,49469,FALSE,5
849,47368,24643,FALSE,5
850,17131,21620,TRUE,4
851,15769,39833,FALSE,7
852,25971,27822,TRUE,2
853,25627,38179,FALSE,8
854,4252,694,TRUE,3
855,5148,29366,FALSE,2
856,4990,16071,FALSE,2
857,25403,20032,TRUE,4
858,11010,37316,TRUE,8
859,22378,39766,TRUE,1
860,1484,6448,FALSE,1
861,35556,12786,FALSE,5
862,11589,39582,FALSE,6
863,9161,17055,TRUE,4
864,18438,18212,FALSE,7
865,25112,27066,TRUE,2
866,20891,17539,FALSE,5
867,40505,28634,FALSE,5
868,2898,40100,FALSE,2
869,35312,30145,FALSE,4
870,15056,28125,TRUE,3
871,49623,31370,FALSE,7
872,22956,4489,TRUE,8
873,9251,32384,FALSE,1
874,18419,18357,FALSE,2
875,11186,44196,FALSE,5
876,777,32958,FALSE,2
877,2691,43717,FALSE,5
878,17212,17483,FALSE,3
879,13069,26037,FALSE,6
880,14878,35368,FALSE,1
881,5686,47130,FALSE,7
882,12040,8501,TRUE,8
883,22693,42537,FALSE,3
884,33116,23573,FALSE,5
885,19714,18797,FALSE,2
886,45996,24337,FALSE,7
887,44248,35135,FALSE,1
888,18502,655,FALSE,4
889,21431,28058,FALSE,7
890,44701,3724,FALSE,8
891,35058,32196,TRUE,6
892,7969,34153,FALSE,1
893,12094,41768,TRUE,7
894,3462,3709,FALSE,3
895,7620,26279,FALSE,6
896,46376,14943,FALSE,5
897,3455,23839,TRUE,7
898,12934,32468,FALSE,5
899,39166,10840,FALSE,1
900,18686,38626,FALSE,8
901,48657,35785,TRUE,3
902,17852,11933,TRUE,2
903,14724,27820,FALSE,2
904,30124,32854,FALSE,7
905,17951,40468,TRUE,4
906,36211,453,FALSE,8
907,29338,34405,TRUE,3
908,9117,20309,FALSE,8
909,18111,40350,FALSE,5
910,16086,16191,FALSE,4
911,10547,8086,TRUE,5
912,47194,42468,TRUE,7
913,29257,34266,TRUE,2
914,42808,11709,TRUE,2
915,21178,9800,FALSE,5
916,9075,19554,FALSE,1
917,48488,42308,FALSE,1
918,10940,47806,FALSE,6
919,8797,38331,FALSE,8
920,30703,48389,FALSE,4
921,37824,45800,TRUE,7
922,25745,5250,TRUE,7
923,6077,36100,TRUE,8
924,43277,35045,TRUE,6
925,24519,13704,TRUE,7
926,35093,41974,FALSE,3
927,7894,48752,FALSE,2
928,24020,33687,FALSE,5
929,34688,10403,FALSE,3
930,48957,13110,FALSE,7
931,991,39940,FALSE,7
