User_ID,Company_ID,UserName,User_Role,Department,Access_Level,Is_Internal_User,Last_Login_IP,Compromised
141,17895,lambertscott,Employee,IT,Medium,TRUE,10.23.201.245,FALSE
142,4662,deborahrangel,Executive,Security,Medium,TRUE,172.28.65.187,FALSE
143,17424,martinezsherry,Executive,Operations,Medium,TRUE,10.24.51.77,FALSE
144,20560,gonzalezbradley,Admin,IT,High,TRUE,172.30.37.249,TRUE
145,33102,bcortez,Contractor,Finance,Low,FALSE,172.19.145.251,FALSE
146,25844,lhughes,Employee,Finance,Medium,TRUE,10.186.123.211,TRUE
147,16260,samantha70,Manager,Security,Low,TRUE,10.119.48.127,TRUE
148,49329,sarah65,Employee,HR,Medium,TRUE,172.31.207.191,FALSE
149,3369,xbradley,Employee,HR,Medium,TRUE,192.168.170.112,TRUE
150,17760,melissa28,Manager,IT,Medium,TRUE,10.151.151.11,FALSE
151,7731,dawn03,Admin,Finance,Low,TRUE,172.29.89.90,FALSE
152,16390,stephaniebird,Manager,Operations,High,TRUE,10.78.78.31,TRUE
153,33327,josemorris,Manager,Operations,High,TRUE,10.205.192.254,TRUE
154,28992,jeffreyhughes,Employee,Operations,Low,TRUE,172.31.62.10,FALSE
155,2591,nhernandez,Manager,IT,Medium,TRUE,10.57.248.69,FALSE
156,26078,belinda85,Contractor,HR,Low,TRUE,172.31.176.84,FALSE
157,34707,spencesteven,Employee,IT,Low,TRUE,172.25.222.93,TRUE
158,34055,adamcarlson,Admin,Security,Medium,TRUE,192.168.173.245,FALSE
159,58,jillmorton,Manager,Security,Low,TRUE,172.25.214.0,FALSE
160,44320,bridget90,Contractor,Finance,Low,TRUE,172.16.63.148,TRUE
161,20118,bjohnson,Manager,Finance,Low,TRUE,172.16.34.181,FALSE
162,13805,dana83,Admin,Operations,High,TRUE,10.64.223.181,FALSE
163,38193,victor68,Admin,Operations,Medium,TRUE,10.13.18.176,TRUE
164,47147,zbutler,Employee,Security,Medium,FALSE,10.93.255.238,FALSE
165,19200,juan35,Contractor,HR,High,TRUE,10.29.82.101,FALSE
166,37954,kelly40,Manager,IT,High,FALSE,192.168.85.249,FALSE
167,17607,clarktiffany,Employee,IT,Low,TRUE,192.168.91.187,FALSE
168,31167,gabriellaellison,Executive,Operations,High,TRUE,192.168.61.174,FALSE
169,35958,vhess,Employee,Security,High,FALSE,192.168.133.65,FALSE
170,32480,reneejohnson,Executive,HR,High,FALSE,192.168.109.253,FALSE
171,36416,lmartin,Contractor,IT,Medium,TRUE,10.90.210.242,FALSE
172,29895,michaelwhite,Admin,Operations,High,TRUE,192.168.89.215,FALSE
173,33686,tracy63,Executive,HR,High,TRUE,192.168.116.159,TRUE
174,16267,anthonyrice,Executive,Security,Low,FALSE,172.19.239.147,FALSE
175,28038,haysalexis,Admin,Finance,Medium,FALSE,10.225.238.118,FALSE
176,40092,roger50,Executive,Finance,Low,TRUE,172.21.213.71,FALSE
177,16048,cantumichael,Employee,Security,Low,FALSE,10.162.253.129,FALSE
178,104,prodriguez,Executive,Finance,High,TRUE,10.125.226.108,TRUE
179,47007,stephenlee,Contractor,Finance,Medium,FALSE,172.26.180.107,FALSE
180,26492,andersonheather,Executive,IT,Medium,TRUE,10.81.174.63,FALSE
181,14351,martinheather,Employee,Security,Medium,TRUE,192.168.242.64,FALSE
182,43594,murphyangelica,Executive,Security,Medium,TRUE,172.29.188.13,FALSE
183,7779,alejandra34,Contractor,HR,Low,TRUE,192.168.195.156,FALSE
184,42279,samantha58,Contractor,Operations,Medium,FALSE,172.20.77.161,FALSE
185,5796,bradley64,Manager,HR,Low,TRUE,10.218.93.189,FALSE
186,36531,timothy97,Employee,HR,Low,TRUE,172.20.229.114,FALSE
187,45980,iorozco,Manager,Security,Low,TRUE,192.168.98.41,TRUE
188,5001,greencrystal,Executive,Finance,High,TRUE,192.168.127.32,FALSE
189,10462,dreed,Contractor,HR,Low,FALSE,10.74.214.184,FALSE
190,11422,sanchezrobert,Manager,Operations,High,TRUE,10.87.18.222,FALSE
191,32569,francovanessa,Admin,Operations,Low,FALSE,192.168.94.109,TRUE
192,38324,amanda72,Manager,Operations,Medium,TRUE,172.23.77.236,FALSE
193,36602,kiddkristopher,Admin,Operations,High,TRUE,192.168.211.148,TRUE
194,25486,smithmatthew,Employee,Operations,High,TRUE,10.174.232.245,FALSE
195,15022,nrush,Employee,HR,High,TRUE,172.19.223.215,FALSE
196,21679,morganhunter,Employee,Finance,Medium,TRUE,192.168.117.61,FALSE
197,30855,zgilbert,Employee,IT,High,TRUE,172.16.213.52,FALSE
198,31210,connordean,Employee,Finance,High,FALSE,10.213.127.80,FALSE
199,43092,mary98,Manager,Finance,Low,TRUE,172.27.179.144,FALSE
200,34634,clarkjames,Contractor,Finance,High,TRUE,192.168.64.81,FALSE
201,31080,bstewart,Manager,Security,High,TRUE,172.17.68.126,FALSE
202,19813,rblanchard,Contractor,Security,High,FALSE,192.168.144.23,FALSE
203,17798,tamaraperry,Admin,HR,Medium,TRUE,172.27.21.43,FALSE
204,2750,ujackson,Executive,Security,Low,FALSE,192.168.58.98,FALSE
205,9492,ramirezdavid,Admin,Security,Medium,FALSE,192.168.214.229,TRUE
206,29755,xmartinez,Manager,Finance,Low,TRUE,172.20.196.111,FALSE
207,17021,lrichards,Executive,HR,Medium,TRUE,192.168.172.250,FALSE
208,43476,james79,Manager,Operations,Medium,TRUE,172.31.34.234,FALSE
209,28545,derek69,Admin,HR,Low,TRUE,10.16.10.59,FALSE
210,42069,zsullivan,Manager,IT,High,TRUE,172.21.74.81,FALSE
211,34980,christopherobrien,Employee,Finance,Low,FALSE,172.26.105.84,FALSE
212,27348,james56,Contractor,IT,High,TRUE,192.168.101.94,FALSE
213,42040,morrisrobert,Admin,Operations,High,FALSE,10.93.104.233,TRUE
214,46749,michaelphillips,Executive,Security,High,FALSE,172.17.228.218,FALSE
215,23277,michaelkaiser,Admin,Finance,Medium,TRUE,172.16.66.229,FALSE
216,7340,danielle43,Contractor,Finance,High,TRUE,10.189.139.18,FALSE
217,43323,jose33,Employee,Finance,Low,TRUE,172.30.204.87,FALSE
218,2397,dhorne,Manager,Finance,Medium,TRUE,192.168.14.166,FALSE
219,47905,latoya03,Employee,IT,Low,TRUE,172.20.60.25,FALSE
220,13816,hutchinsonsharon,Contractor,Operations,Low,TRUE,172.17.195.187,FALSE
221,37800,josephchandler,Contractor,Finance,Medium,TRUE,172.27.12.32,FALSE
222,30031,ifry,Admin,HR,High,FALSE,172.17.67.119,FALSE
223,16057,znguyen,Admin,IT,Low,TRUE,192.168.128.34,FALSE
224,26927,billy39,Admin,HR,High,FALSE,192.168.31.216,TRUE
225,10705,sharon27,Manager,HR,High,TRUE,10.21.26.212,FALSE
226,22043,yolandahoward,Employee,Operations,Medium,TRUE,192.168.157.64,FALSE
227,34311,nlewis,Admin,Security,Medium,TRUE,192.168.207.188,FALSE
228,34586,rperry,Admin,Security,Medium,TRUE,10.197.56.83,FALSE
229,49892,zacharypalmer,Manager,Operations,Low,TRUE,10.3.130.111,FALSE
230,18037,markmiller,Contractor,Security,Medium,TRUE,192.168.164.128,FALSE
231,8029,dpalmer,Executive,IT,Medium,TRUE,172.18.172.19,FALSE
232,35800,gabriellebass,Manager,Operations,Low,FALSE,10.104.206.118,FALSE
233,5491,ykennedy,Contractor,Security,High,TRUE,10.33.218.108,FALSE
234,10550,gallowaysheila,Executive,Security,Medium,TRUE,172.30.51.166,TRUE
235,42019,melissa17,Employee,Finance,Low,TRUE,10.54.133.134,FALSE
236,40177,briannawilliams,Executive,HR,Medium,TRUE,10.70.168.92,FALSE
237,44515,ronniefisher,Contractor,Operations,High,FALSE,192.168.81.234,FALSE
238,40892,ycarrillo,Employee,HR,High,TRUE,172.31.168.163,TRUE
239,25744,leslie97,Contractor,Operations,High,TRUE,172.28.232.223,TRUE
240,45334,james67,Manager,Operations,Medium,TRUE,192.168.109.19,FALSE
241,39700,burchbrian,Manager,HR,Medium,FALSE,192.168.131.167,FALSE
242,10255,jonesjasmine,Manager,IT,High,TRUE,10.92.113.111,FALSE
243,38336,annacaldwell,Manager,IT,High,TRUE,172.18.57.102,FALSE
244,9170,sperez,Executive,HR,High,TRUE,192.168.124.210,FALSE
245,39368,omunoz,Admin,Security,Low,TRUE,192.168.178.97,FALSE
246,34014,usolomon,Manager,IT,Medium,TRUE,10.160.49.12,FALSE
247,13787,angela12,Executive,IT,Low,TRUE,192.168.170.120,TRUE
248,19498,patricia35,Employee,Security,High,TRUE,172.16.97.36,FALSE
249,45948,jhart,Manager,IT,Medium,FALSE,10.152.213.244,TRUE
250,1277,michellegarcia,Admin,Security,Low,TRUE,10.139.183.14,TRUE
251,3630,awoods,Manager,Finance,High,TRUE,10.219.10.204,TRUE
252,17620,courtney64,Contractor,Finance,High,TRUE,10.154.234.232,FALSE
253,17876,tracey58,Employee,Security,Low,TRUE,172.24.122.158,FALSE
254,7463,longjames,Executive,Security,Low,TRUE,10.145.170.52,FALSE
255,13230,xwebb,Contractor,HR,Low,TRUE,172.18.63.21,FALSE
256,13646,riveraheather,Employee,Security,Medium,TRUE,192.168.7.63,FALSE
257,46650,heatherpatterson,Employee,HR,High,TRUE,192.168.38.134,TRUE
258,41376,jonathan42,Manager,Finance,Medium,TRUE,192.168.232.170,TRUE
259,46982,john77,Employee,Security,Low,FALSE,172.23.178.129,FALSE
260,10078,pford,Executive,HR,High,FALSE,192.168.194.227,FALSE
261,36747,vshaffer,Contractor,Finance,High,TRUE,172.17.119.240,FALSE
262,48347,dchan,Manager,Finance,Low,FALSE,192.168.43.70,FALSE
263,25056,jay09,Employee,Security,Medium,TRUE,192.168.4.215,FALSE
264,41662,tholloway,Employee,Security,High,TRUE,192.168.13.132,FALSE
265,33565,kathleenreynolds,Admin,HR,Medium,TRUE,192.168.35.28,FALSE
266,5271,perryjennifer,Admin,HR,Low,TRUE,172.31.117.227,FALSE
267,21402,mallorymckay,Manager,Finance,Medium,FALSE,172.21.10.251,TRUE
268,30373,ryan41,Employee,Finance,High,TRUE,172.23.142.116,TRUE
269,17409,bensonerin,Contractor,Operations,High,FALSE,192.168.16.225,FALSE
270,3519,carrie11,Executive,HR,High,TRUE,172.20.219.189,FALSE
271,25012,riggskristina,Employee,Operations,Medium,TRUE,192.168.189.169,TRUE
272,48091,tstevens,Admin,Operations,High,TRUE,172.20.126.99,FALSE
273,40931,eric84,Contractor,Operations,Low,TRUE,10.63.196.168,FALSE
274,39861,davidsonrichard,Admin,Security,High,FALSE,172.30.156.227,FALSE
275,32124,robert73,Employee,Operations,Medium,FALSE,192.168.157.81,FALSE
276,14144,ssmith,Contractor,Operations,Low,FALSE,172.19.251.7,FALSE
277,10269,david41,Executive,HR,Low,TRUE,10.112.35.12,FALSE
278,45509,hollanddaniel,Manager,Operations,High,TRUE,10.0.141.16,FALSE
279,1126,robert11,Executive,IT,Medium,TRUE,172.17.166.41,FALSE
280,21368,fordsusan,Employee,Security,Low,TRUE,10.90.166.124,TRUE
281,22472,vjames,Executive,IT,High,TRUE,10.34.166.222,FALSE
282,37852,debbiesmith,Employee,IT,Medium,TRUE,10.115.0.86,FALSE
283,40370,higginsdesiree,Admin,IT,Medium,TRUE,10.90.182.70,TRUE
284,19753,maria08,Admin,Security,Low,TRUE,192.168.145.7,FALSE
285,49513,kelsey75,Employee,Security,Medium,TRUE,172.23.92.239,FALSE
286,32172,flynnmelissa,Executive,IT,Medium,TRUE,10.247.166.59,FALSE
287,42442,nspencer,Executive,Security,Low,FALSE,192.168.55.119,TRUE
288,16941,nicholashall,Manager,Security,High,TRUE,10.222.53.120,FALSE
289,13587,erinbaker,Executive,Finance,Low,TRUE,172.25.129.208,FALSE
290,21185,heatherreynolds,Manager,HR,Low,TRUE,10.158.14.27,FALSE
291,11635,hjuarez,Manager,Security,High,TRUE,172.29.184.227,TRUE
292,17245,james39,Manager,HR,Medium,TRUE,172.17.116.215,FALSE
293,49893,bturner,Admin,Operations,Low,FALSE,192.168.245.131,FALSE
294,44399,mary58,Employee,HR,Medium,FALSE,172.27.56.183,TRUE
295,6731,denisewoods,Contractor,Security,Medium,TRUE,192.168.18.71,FALSE
296,44006,michael43,Admin,Operations,Low,TRUE,172.23.101.7,TRUE
297,39783,candice11,Employee,Finance,High,TRUE,172.30.150.161,TRUE
298,28824,charlesnielsen,Admin,Security,High,TRUE,192.168.103.107,FALSE
299,28421,vincentgoodman,Contractor,Security,Low,FALSE,10.148.22.211,FALSE
300,8802,davidhunter,Admin,Operations,Low,FALSE,192.168.146.102,FALSE
301,29492,rgreene,Admin,Operations,Medium,TRUE,192.168.12.123,TRUE
302,22077,brownalexandria,Admin,Finance,High,TRUE,172.31.134.238,TRUE
303,49485,markhale,Executive,Security,High,TRUE,172.23.147.203,FALSE
304,42076,jonesbrandon,Admin,IT,Medium,TRUE,192.168.156.228,FALSE
305,20525,lowejennifer,Employee,Security,High,TRUE,192.168.90.223,TRUE
306,136,tmartin,Contractor,IT,High,TRUE,172.20.127.110,FALSE
307,3937,douglas11,Contractor,HR,Low,TRUE,172.19.204.196,FALSE
308,37585,carla45,Contractor,Security,High,TRUE,172.20.29.5,FALSE
309,15648,tylerkevin,Employee,Security,High,TRUE,172.23.103.29,TRUE
310,26842,russellcaleb,Contractor,Security,Low,TRUE,10.36.90.13,FALSE
311,9569,rachelmcdaniel,Contractor,HR,Low,TRUE,192.168.22.147,FALSE
312,19661,eric31,Employee,Security,High,FALSE,172.22.27.52,TRUE
313,45510,qhenry,Executive,Finance,Medium,TRUE,172.31.230.48,FALSE
314,30404,jonathanward,Admin,Operations,Low,TRUE,192.168.91.182,FALSE
315,35181,james92,Manager,Operations,Medium,FALSE,172.29.238.161,FALSE
316,48985,robertoconnell,Admin,Finance,Low,FALSE,192.168.252.183,TRUE
317,11590,rdavenport,Executive,HR,Low,TRUE,192.168.174.79,FALSE
318,33513,bpaul,Employee,Security,Medium,TRUE,10.11.92.58,TRUE
319,702,cookmaria,Admin,IT,Low,FALSE,172.30.116.224,TRUE
320,41135,berrycharles,Contractor,Finance,Medium,FALSE,172.16.222.227,TRUE
321,35863,danielharris,Executive,IT,High,TRUE,10.21.222.126,FALSE
322,48894,jameswise,Employee,IT,Medium,TRUE,10.134.55.244,TRUE
323,16166,matthewholland,Executive,Operations,High,TRUE,192.168.44.246,TRUE
324,17874,vanessa73,Admin,IT,High,TRUE,10.10.135.125,FALSE
325,22162,richardbrowning,Employee,Operations,High,TRUE,10.163.63.244,FALSE
326,32141,william04,Employee,IT,Medium,TRUE,192.168.246.184,FALSE
327,36477,harveysteven,Manager,IT,Low,FALSE,172.24.239.52,FALSE
328,36261,owalker,Manager,Operations,Low,TRUE,10.34.237.42,TRUE
329,4250,alewis,Employee,HR,Medium,FALSE,192.168.15.202,FALSE
330,34606,tamarafaulkner,Executive,HR,Low,FALSE,10.67.178.219,FALSE
331,792,juliethornton,Admin,Security,Low,FALSE,10.119.174.46,TRUE
332,47749,madison20,Admin,Finance,High,TRUE,10.87.58.250,TRUE
333,22378,kristenjones,Admin,Security,High,TRUE,192.168.63.240,FALSE
334,13884,allisonlong,Contractor,HR,Medium,TRUE,10.162.22.218,FALSE
335,24297,christopher21,Contractor,HR,Low,TRUE,192.168.209.211,FALSE
336,16311,holmesvanessa,Contractor,HR,Medium,FALSE,172.23.146.156,FALSE
337,16315,jeffery84,Manager,Security,Low,TRUE,10.14.72.236,FALSE
338,41162,garrettdean,Admin,Operations,Medium,TRUE,172.29.220.77,FALSE
339,26980,lancematthews,Contractor,Finance,Medium,TRUE,172.16.66.113,TRUE
340,28478,joseph28,Admin,Security,High,TRUE,172.25.183.94,FALSE
341,14390,carterjessica,Manager,Operations,Low,TRUE,172.30.171.56,FALSE
342,17273,walterperry,Contractor,HR,Medium,FALSE,192.168.2.97,TRUE
343,18567,lisajohnson,Contractor,Operations,High,TRUE,192.168.189.122,FALSE
344,47182,michael45,Admin,Finance,High,TRUE,192.168.71.92,TRUE
345,36095,jensenmikayla,Employee,Security,Medium,TRUE,10.230.239.51,FALSE
346,9986,marcus29,Manager,HR,Medium,TRUE,10.37.85.100,FALSE
347,33964,susan35,Manager,HR,High,TRUE,10.50.129.16,FALSE
348,12325,morrisonlauren,Manager,IT,High,TRUE,192.168.92.95,FALSE
349,18351,kruegerbriana,Manager,IT,Low,FALSE,172.20.135.58,FALSE
350,6063,emilyjones,Manager,HR,High,FALSE,172.18.41.231,FALSE
351,34051,tbrown,Contractor,Finance,High,TRUE,10.168.178.225,FALSE
352,47474,christinaburgess,Admin,IT,Medium,TRUE,192.168.169.244,FALSE
353,47854,karen58,Employee,IT,High,TRUE,10.253.175.203,TRUE
354,27599,ffoster,Admin,Operations,Low,FALSE,10.89.248.239,TRUE
